address,zipcode,bathrooms,bedrooms,dateposted,description,type,latitude,Area,longitude,price,built
1592 E Evergreen Hl SW,T2Y3A9,3.0,4.0,2022-10-20,"Sit on the west facing deck, in full sunshine, in this beautiful backyard, over looking the fantastic Fish Creek Provincial Park, with mountain views peeking through the trees where the leaves have fallen.  This could be you!  Wake up and put on your sneakers for a walk or grab your bike and hit the many stunning kilometers of trails in the park, directly from the gate in your own backyard. Private, acreage-like living within the City limits. Wildlife. Mountain Views. This is your opportunity to own a 4 bedroom bungalow with over 3,600 square feet of living space, in a prime location in SW Calgary!",SINGLE_FAMILY,50.931313,,-114.09944,995000,1992.0
223 SW Tuscany Springs Blvd NW #215,T3L2M2,1.0,1.0,2022-10-29,"One bedroom plus den in this adult living 40+ amenity-rich building.  Offering a library, pool, recreation area, theatre, games room, hobby room, bowling alley, fitness centre and more! Close to all amenities. Property sold AS IS where is. Vacant and easy to view anytime.",APARTMENT,51.13345,,-114.23851,299900,2000.0
45 S Aspen Hills Ter SW,T3H0P3,3.0,2.0,2022-07-21,"Bright and beautiful, this Aspen Woods townhome is absolutely dreamy! The front door opens to a huge, open-concept main level, where the end unit location provides additional windows along the side of the living and dining area; filling them with tons of natural light. Cherry-toned hardwood is in pristine condition and the entire house has been freshly painted. The kitchen is elegant in right dark wood and speckled granite, and multi-coloured slate tile backsplashes are a gorgeous touch. The eat up island centres this area, perfect for gatherings, and it overlooks a breakfast nook. A powder room in the hall completes this level. At the top of the stairs, an office nook is perfect for a work from home set up. The carpet on this floor looks new, and the dual master layout is highly desirable. Both rooms offer walk-in closets and big windows, so really you can just choose the ensuite you like best. One has a glassed-in shower and the other a tub shower combo, and the tile work in both is lovely. The unfinished basement offers plenty of storage and a laundry area. This home has a cute front terrace that enjoys south-facing sunshine all day, and the drive-under double garage is at the back of the house facing the lush central courtyard. This area is one of the best in Calgary, and one of the prettiest. Tons of green space and walking paths wind between some of the best schools in the city, and nearby Aspen Landing offers a plethora of shops, services, and restaurants. Access to 17th Avenue and Bow Trail puts the city centre within a ten-minute drive, and the location on the west side of Calgary also makes heading out to the mountains a breeze. See this one today!",TOWNHOUSE,51.0412,,-114.22115,449900,2009.0
119 N Wildwood Dr SW,T3C3C7,3.0,4.0,2022-10-29,"Located on the best street in the neighbourhood, this beautifully renovated family home is a rare find!  Stunning kitchen with granite counters, a huge island and top-of-the-line appliances. The living room has a lovely stone faced wood burning fireplace and a huge NE facing window. The formal dining room is perfect for entertaining and will easily accommodate a large dining room suite! The main floor also features a cozy family room addition with hardwood floors and vaulted ceilings! Huge master bedroom has been enlarged and has French doors to a private NE facing balcony, a large walk-in closet as well as a four piece ensuite! Additional bedroom on the upper level, two bedrooms on the third level, two 4-piece bathrooms, basement is fully finished with a family room and den.  Lovely rear deck with fireplace overlooks the professionally landscaped yard. Many upgrades done over the last couple of years, including all new Windows, New Stucco and Siding, New Roof, new Electric Panel - too many details to list here!  Please see the attached Virtual Tour!",SINGLE_FAMILY,51.05512,,-114.147964,1149000,1956.0
1915 E 26th St SW #202,T3E2A2,1.0,2.0,2022-10-14,"This well-maintained two-bedroom condo is within walking distance of the Shaganappi Point train Station, restaurants and shopping. Perfect for young professionals working downtown or an investor who wants an excellent cashflow property; desirable with a large demographic. Inside the apartment, you will find a fully stocked kitchen that opens into the living room. Plenty of in-unit storage and in-suite laundry facilities complement the buildings' on-site facilities. The bedrooms are generous, and the balcony wraps around the building, giving you ample room for furniture or barbeques. Downstairs you have one assigned underground parking stall in the secure parkade and bicycle storage. Within the neighbourhood, you are steps away from the pool, yoga, parks, tennis courts, shopping, and 10 minutes to downtown. See what this Killarney apartment has to offer; You'll love living here!",APARTMENT,51.03713,,-114.12391,199900,1981.0
322 W 11th St NW,T2N1X1,5.0,4.0,2022-07-20,"NEW EXECUTIVE BUILD by RareBuilt Homes - currently under construction on one of the most desirable streets in Hillhurst with a coveted location giving you quick access to the Bow River pathways and downtown. The home includes 3,900 square feet of luxury living space, with 4 bedrooms, 4.5 bathrooms, finished basement, and double garage, all thoughtfully placed on this inner city lot - -  No detail is overlooked in this home, from the custom tile-lay and hardwood underfoot, up to the coffered ceiling detail 10’ above. The kitchen will impress with a built-in Sub-Zero Fridge and freezer drawers, Wolf 6-burner dual fuel range, custom hood fan, Wolf wall oven, Wolf speed oven, Cove dishwasher and a full height Sub-Zero beverage center. Appliances are all panelled and surrounded by high-end cabinetry and millwork, a well-established signature for this builder. To complete this level, a welcoming great room opens onto a spacious deck overlooking the private backyard. The primary bedroom is beautifully appointed with its own private balcony. The primary bedroom leads into a spa inspired ensuite including a dedicated make-up counter, dual vanity and oversized shower, which leads into a large walk-in-closet, designed with custom built-in cabinetry throughout. Design considerations in this home are plenty, down to the finishing detail where soft rounded corners and arches rival the black Cambrian granite and pointed fixtures throughout.  A fully developed loft space on the 3rd level provides a full bath and 150 sq ft of covered balcony with west-ward views, making this level a treasured oasis for any buyer. The basement is also home to radiant floor heat and is just one of three boiler zones in this home. The heated detached double garage completes this home. RMS are taken from builder’s plans and subject to change upon completion. This property is under construction; estimated completion is Spring 2023. As a new build, property taxes are not yet assessed.",SINGLE_FAMILY,51.055,,-114.088615,1999000,2023.0
1822 E 18a St SW,T2T4V9,5.0,4.0,2022-07-27,"Have you ever dreamt of your perfect home, with total peace & tranquility? What if it actually exists, mere steps to the sights & sounds of 17 Ave SW and Marda Loop with its cornucopia of shops, boutiques,cafes, restaurants-yes, all this plus the quiet seclusion of numerous east & west facing decks offering panoramic, uninterrupted views of the downtown skyline! This stylish, contemporary, fully air conditioned home with triple attached front garage boasts a total of 4338 sf of custom professional development. This executive residence encompasses the unparalleled quality throughout, attention to detail & finish that is rarely found at this price point. Approaching this modern design & entering the wide front door from the west facing balcony, you are immersed into another world with the very spacious front foyer with massive ceiling allowing for loads of natural light. On the left is an exceptional den / study with hardwood flooring that extends throughout the home, as well as maximum sized triple pane windows throughout the residence. Enjoy the contemporary powder room with exquisite bowl sink & modern accessories mounted on granite counters & under cabinet lighting. The remainder of the 1508 square foot main floor is totally open concept - no posts anywhere & ideal for both family living & any size group entertaining! The open staircase with glass rail maintains the open feel into the gourmet kitchen with Wolf appliances, custom hoodfan, full height book matched cabinets, expansive island with seating, plus endless sitting and dining options that offer a natural stone faced sleek fireplace. The entire rear wall is floor to ceiling windows providing direct access to the 27 ft wide deck boasting incredible views towards downtown. 16 built-in ceiling speakers creating the mood you choose throughout. The second level presents a secluded, master retreat which will accommodate all furnishings, built-ins to store items. The entire wall is floor to ceiling glass with access to your private 27 ft, full width deck offering unparalleled views of downtown from your bed & deck. The spa like ensuite features designer bowl sinks on a large vanity w/undermount lighting, granite counters & heated floors. Relax in the chaise lounge tub or enjoy the countless wall & ceiling jets from the oversized shower, separate makeup counter-it's exactly what you had dreamt of. Two additional bedrooms, a full bath & laundry room complete this level.  The upper level is to die for - this expansive entertaining area with a rock faced fireplace and built-ins including beverage cooler, and dishwasher. An adjacent bathroom is conveniently located for guests. This level offers both a west facing deck & an east facing infinity deck. The lower level has media/rec room, bedroom & bath. Triple attached heated garage.",SINGLE_FAMILY,51.037025,3487.0,-114.105385,1895000,2018.0
4507 N 5th Ave SW,T3C0C5,3.0,5.0,2022-10-28,"**** Modern Farmhouse-style bungalow **** BLANKET HOME WARRANTY**** In desirable Inner-City community of wildwood, situated on oversized 55ft wide lot right across from the green space/ park. This 5-bedroom 3-bath bungalow is pinnacle of luxury has almost 2500 Sq ft of living space. This massive bungalow was rebuilt from Main floor up with new trusses and 2 by 6 framing, 9 feet ceiling height and 8 feet doors. Tastefully remodeled home, almost everything in this home is BRAND NEW. The details and finishing's have been carefully thought through, and professionally executed. The expansive main level presents premium oak flooring while extra large TRIPPLE-PANE windows stream in endless sunshine. The bright living room promotes relaxation in front of gorgeous electric fireplace, custom cabinetry with ample storage space and book shelves. A beautifully crafted custom kitchen filled with stunning walnut cabinetry, a professional 6 burner gas range, CUSTOM-PANEL BUILT-IN FRIDGE, under cabinet lighting & stylish light fixtures, showcasing a sitting/dining area with ample space to host large gatherings finished with large 8 ft island with quartz counter tops. The dream master bedroom has 10 ft (that’s right) tray ceiling includes stylish LED lighting around the crown molding and custom MDF paneling. The Black Elegant Barn door opens up into the 5-piece Ensuite featuring a custom his and her vanity, a free-standing tub and filler, a substantial stand-up rain shower with a full height tile surround. Primary bedroom also has good size walk-in closet with custom millwork. Across from the master is two more large size bedrooms with a good size custom built-in closet. A main Lavish 4-piece bathroom close by includes matching quartz countertops, an under-mounted sink and marble tile finished around the tub. Conveniently located upstairs is LAUNDRY and storage space. As you head downstairs, you’ll notice a wide, open staircase with custom GLASS RAILING. The basement opens up into the huge living area and has MASSIVE egress windows throughout that allow for lots of natural light, wet bar, games area, 4th + 5th bedrooms, 4-piece bath + plenty of storage. Center of basement is Mechanical room consists of all new TWO ELECTRICAL PANELs (One in Garage), NEW PLUMBING AND HOT WATER TANK, NEW DUCTWORK, 2 STAGE FURNACE, NEW HEAT ROCOVERY VENTILATION (HRV). The private landscaped sunny south facing yard hosts a large concrete deck with BBQ hookup and an impressive new oversized TRIPLE-GARAGE (Insulated, drywalled & painted). Steps away from Park, Schools, tennis courts, basket ball court, hockey rinks, famous Edworthy Park and 10 mins to Downtown this central location is close to all the amenities. Call your Fav REALTOR now!!",SINGLE_FAMILY,51.05009,1502.0,-114.15109,1058000,1956.0
7803 SE Churchill Dr SW,T2V2S1,2.0,5.0,2022-09-24,"*OPEN HOUSE - Saturday, December 3 - VIRTUAL IG LIVE 1:45 - 2:00 PM and IN PERSON 2:00 - 4:00 PM* Welcome to this EXTENSIVELY, PROFESSIONALLY RENOVATED spacious 4- level split by Paramount Renovations. This STUNNING home has a total of 5 bedrooms and is situated in the mature community of Chinook Park, across the street from the Chinook Park school (French immersion) and a large park. The main floor has been beautifully redesigned and renovated with refinished hardwood; you will love the contemporary, open concept. The main floor features a modern designed kitchen with a massive island with hidden storage on the back side, finished with white swirled quartz countertops and flat walnut wood. Elegant white cabinetry with Emtek stain brass hardware, gas stove accented with custom walnut wood, chevron walnut hood fan, white glass subway tile backsplash and a pantry area with custom pull-out drawers, built in buffet with leather wrapped granite, and wine storage rack. The kitchen is open to the great room area with a flush engineered beam, elegant gas fireplace with leather wrapped hearth and white brick stone surround, huge window to allow all the natural sunlight in. This is the perfect space for entertaining family and friends. Main floor is complete with mud-room area with built in storage. The upper level has large master with a bright walk-in closet, 2nd large bedroom and renovated 4-piece luxurious bath featuring impressive marble tile accents, soaker tub, massive marble tiled glass surround shower, white and walnut vanity with loads of drawer space. The lower level is finished with 3 additional GOOD-SIZED bedrooms (2 with wardrobe closets) and 3-piece bath finished with tile walk in shower and vanity and tile accented walls. The basement is complete with a huge, cozy rec room with 2nd gas fireplace, home office and storage/laundry area. This home is move-in ready, all the hard work the been done including NEW FURNACE, NEW HWT and new windows, new fence plus ALL the interior reno’s professionally done! The backyard is your own private oasis with a sunny west backyard, maintenance free deck, hot tub area with Pergola, separate BBQ area with another pergola and concrete patio space for a cozy seating area. New exterior with insulated, vinyl siding and stylish stonework. You will love the 30 foot OVERSIZED, heated and finished double garage with an extra spot for a parking pad and paved alley. Close to schools, shopping and short commute to downtown. AMAZING HOME!!",SINGLE_FAMILY,50.985638,,-114.09043,849000,1961.0
134 W Greenbriar Way NW,T3B6J1,3.0,3.0,2022-10-21,"*** OPEN HOUSE DEC 10, 2022/ 12:00PM-2:00PM!!! *** Welcome to Greenwich!!! Northwest Calgary's most up and coming neighborhood and your new home inspired by the iconic and timeless Brownstones of Greenwich Village in New York. Culminating  classic exterior style with an intelligent floor plan and the latest in modern home features. This stunning home offers 3 bedrooms (downstairs bedroom could also be an office and has separate entry), 2.5 baths, a heated double car garage, a chefs dream kitchen, oversized triple pane windows and 2 beautiful outdoor spaces (one being covered) In addition this home is not your typical ""basic builder home"" and includes a ton of upgrades ($170,000) not normally included such as hardwood and tile throughout, upgraded quartz counter tops throughout, under-mount sinks, matte black faucets, a water softer/purification system with de-chlorinator, a granite composting kitchen sink, gas cooktop with pot drawers below, upgraded hood fan, a coffee bar,  walk-in pantry, upgraded luxury lighting and pot lights,  upgraded toilets, heated tile flooring in the main bath and ensuite, air conditioning, epoxy garage flooring, a gas barbecue hook-up, smart blinds and light switches throughout, an oversized steam shower in the ensuite, and an enlarged walk-in closet in the primary bedroom with custom cabinetry. This home is also at the door step to Calgary Farmers Market's newest location, an amazing dog park, shopping, golf, Canada Olympic Park, the river valley, parks, schools, walking path, city views, transportation routes and at the gateway to the Mountains. Book your showing of this luxurious home today!!!",TOWNHOUSE,51.088284,,-114.217674,748000,2019.0
2028 S Broadview Rd NW,T2N3J1,4.0,4.0,2022-10-28,"Beautiful, never lived in 4 bedrooms, 3 full, 1 half bathrooms Detached home with detached double garage overlooking park space and with over 2600 Sq ft of developed living space. You will not be disappointed by the details and finishes from prominent builder Palatial Homes Inc. With White Oak hardwood flooring, 10ft ceilings on the contemporary open concept main floor, feature panelled wall in stairwell and upgraded appliances by Fisher & Paykel. The gourmet kitchen has quartz countertops, glass inlay in the upper cupboards that go to the ceiling, modern farmhouse sink, with 48’’ Wide fridge and 38” wide Gas range, your new home will be an entertainers dream and from your south facing dining room you will overlook green park space, with no neighbours overlooking. The living room with brick surround fireplace and white oak built in shelving leads to patio doors which takes you to your aggregate patio, with so much potential, and your single detached garage. The large mud room has bench seating, ample storage, and access to the back yard. A ½ bath completes the main floor. Upstairs you will find the large South facing primary suite, with tray shelving, and walk in closet. The primary ensuite has in floor heating, double vanity and stand-alone soaker tub. 2 Further good-sized bedrooms each with large closets, 4-piece bathroom and your laundry room with Quartz countertops and WASHER AND DRYER INCLUDED! Your fully finished basement is great for guests, entertaining or as extra family space, with 4th bedroom and 4-piece bathroom, large Recreation room with media centre, Wet bar with bar fridge and quartz countertops. Situated in the desirable neighborhood of West Hillhurst, close to the hustle and bustle of Kensington with its ample choice of cafes, restaurants and shops and just off Memorial Drive. Close to Foothills Hospital, Children’s Hospital all walking and bike trails and only a short walk to the beautiful Bow River, this is not to be missed. Book your Showing today.",SINGLE_FAMILY,51.04994,1909.0,-114.108536,1249000,2022.0
7831 NE Calla Donna Pl SW,T2V2R2,2.0,4.0,2022-10-14,"OPEN HOUSE SATURDAY DEC 10th 1-3pm. Live on the best street in Chinook park! This one owner home  has so many possibilities, renovate, add on or rebuild your dream home! Steps to elementary school. This bungalow sits on a beautiful huge mature lot in a cul de sac with amazing neighbors! Some upgrades over the years include newer shingles,  windows and upgraded kitchen with granite countertops. Hardwood floors throughout main floor and under the carpet in the 3 bedrooms. The large owners suite has a 3 pc ensuite. Huge living and dining room for entertaining. The basement is fully developed with a large rec room, bedroom, laundry room and tons of storage. There is an oversized front drive double detached garage ( 23'4"" x 21'6"") and a large space for RV parking in front of or behind garage. Beautiful mature trees in the yard make for a private oasis for family gatherings. Amazing location close to all amenities and minutes to downtown!",SINGLE_FAMILY,50.98415,,-114.08969,775000,1959.0
38 N Hillgrove Dr SW,T2V3L6,3.0,4.0,2022-10-28,"EXTENSIVELY RENOVATED | South Backyard | RENOVATED DOWN TO THE STUDS | 4 Bed - 3 Bath | DOUBLE GARAGE  | Just over 2000 sq ft of living space | LIGHT & BRIGHT |  This is not your typical renovation! It features high-end luxurious finishes.     Located on a quiet, central street in the sought-after community of Haysboro is this bungalow, open concept home with fresh contemporary HARDIE BOARD exterior siding. Massive 5500 SQ FT lot. The backyard area is HUGE. This home is FULLY renovated. There’s an oversized double garage. Newer high-efficiency furnace & new hot water tank. New premium vinyl windows, new roof, and fresh Hardie board siding to complete the exterior. The open concept floor plan gives the home a grand feeling. Neutral color palette with various built-in features all over the home. Engineered hardwood floors. Brand new exterior concrete walk-way and patio. HIGH-END finishes with all the bells & whistles. This home was designed to perfection!     The spacious main floor features open concept upon entry and is full of NATURAL light from the oversized windows. The brand new kitchen includes a central island, premium quartz countertops, and upgraded stainless appliances. You’ll find 2 generous bedrooms on the main. The master bedroom has a massive walk-in closet and a wonderful 4 piece luxurious en-suite that features dual sinks, a custom shower and HEATED FLOORING. To complete the main floor, there’s a dining area, a spacious living room with a fireplace built-in, and a full bathroom. Absolutely breathtaking!  The enormous basement features a large recreation room, a fancy wet bar, a full bathroom, a utility room and 2 generous bedrooms with egress windows. There’s also a dedicated laundry area with a sink.   Step outside and you’re greeted with a new patio that is perfect for lounging and BBQing with the family! The yard will be professionally landscaped. Soak in all the sun in the SOUTH backyard. The bus stop is only a few minutes walk away from this quiet street.    There are multiple renovated properties on this street. All this luxury under $750,000? You’re looking at it! Haysboro is a well-established community that features many schools & amenities in the district. Truly a breathtaking renovation priced aggressively. Book a showing with your favorite Realtor today!",SINGLE_FAMILY,50.96536,,-114.08868,719800,1958.0
1512 S 33rd Ave SW,T2T1Y3,1.0,3.0,2022-09-09,"Welcome to 1512 33 Avenue SW located in the heart of Marda Loop. This colonial heritage home still has all its charm and warmth.  The main floor consists of a kitchen, dining room, living room & mudroom.  Hardwood floors & wood accents flow through out the home. Upstairs you will find 3 bedrooms & one 5 piece bathroom. The primary bedroom offers a walk-in closet and a balcony off the front of the home.  Located on a full size 50x125’ RC-2 lot the home has ample outdoor living space. A huge wood deck wraps around half the home, that also includes gas for a BBQ and torch lighting.  The front of home has a spacious porch for lounging on and a large enclosed dog run on the side.  The home also has an oversized heated detached double car garage and a parking pad beside it room for an additional two cars. This is an incredible opportunity to get in to the highly desirable community of Marda Loop well below the entry point for a detached home in this area.",SINGLE_FAMILY,51.024113,,-114.09538,695000,1920.0
2805 E 31st St SW,T3E2P7,4.0,4.0,2022-10-14,"** BUILD & CUSTOMIZE YOUR BRAND NEW DREAM HOME!! ** French Country Style, 2 Storey infill, with WEST facing back yard, nestled on a whisper quiet tree lined street in Killarney! Check out these these stunning features: chef's kitchen with 10' quartz island & high end appliance package, 10 foot ceilings on main floor / 9 foot ceilings upper & basement, upper office/loft area, cozy gas fireplace, amazing master retreat with 5-piece spa like master bath/roughed-in steam shower/walk-in closet/heated floors, chic hardwood flooring, stunning tile flooring, custom built-ins in EVERY closet & mudroom, large dining room with stylish feature wall, large functional mudroom, roughed-in in-floor heat (in-slab) in basement & roughed-in A/C, double detached garage (20x20), good sized backyard with large deck & BBQ line, basement wet bar, towering 14 FOOT vaulted ceiling in master bedroom, 3+1 bedrooms, 3.5 baths, upper laundry room with sink & much more! Location is amazing - in the heart of Killarney on a super quiet cul-de-sac, all schools close by, only 5 min to DT & easy access to all amenities! This brand new masterpiece is in the early stages of development so you are able to choose most finishings!  It also comes with bumper to bumper warranty (1, 2, 5, 10) & all landscaping is complete - sidewalks/rear deck/fences & gates/stucco privacy wall & sod!  Call today for details!  Possession approximately May 2023.",MULTI_FAMILY,51.019234,1949.0,-114.134514,919900,2023.0
29 N Prominence Vw SW,T3H3M8,2.0,2.0,2022-09-25,"Welcome to this 2 story end unit townhouse, located just next to Prominence Park in Patterson. This total of 1476 sqft  townhouse features new vinyl flooring on the main level, extra windows bringing in abundance of sunlight into the living room and bedrooms. The living room is spacious with a gas fireplace. Formal dining area is good enough for entertaining your family. South-facing white kitchen with an eating area features a recently new center island. Sunny deck is perfect for your flower and plants growing, and a natural gas barbeque outlet. built. On the upper level you will see two spacious bedrooms  The primary bedroom boasts many bay windows, a sitting area, double sliding door closet, and a ceiling fan. A second bedroom facing south has two big windows. The 4 pc bathroom features a walk-in shower, and corner a jetted tub. Additional features are a recent new furnace and hot water tank (replaced 3 years ago). Well managed complex with Low condo fee. A Tandem double garage is good for 2 cars or storage room/workshop. Visitor parking, Walking path, and park just steps away. Easy and quick access to downtown, via Bow Trail, 16th AVE, and future ring road. Other amenities, schools, shopping, centre, Westside Rec centre and LRT close by as well.",TOWNHOUSE,51.05985,1479.0,-114.17321,369900,1996.0
310 24th Ave S #1404,T2M1Y5,1.0,1.0,2022-10-28,"IMMEDIATE POSSESSION AVAILALABLE. Welcome to the stunning Park Point building on 12th Ave. This premium location sits directly across the street from beautiful Central Memorial Park. This 1 bed 1 bath unit offers high end modern finishes with tons of natural light and views for miles of Calgary's downtown core! This unit also has a storage locker / cage that is located in the underground parking garage. Your new condo is located on the 14th floor and offers gorgeous views of Calgary’s city skyline . This is the perfect unit for business professionals surrounded by urban amenities and the vibrant energy that downtown living has to offer. What a location! Walk or bike to your office in the core, enjoy some of Calgary’s finest restaurants, tons of shopping, parks to relax or walk the dog, along with lots of live entertainment just out your front door. The Park Point is known for it’s incredible concierge services, beautiful owners lounge and amenity area, peaceful terrace, outdoor social lounge with fire pit, full work out facility facing the park, making it feel like you are living in your own private resort! Call to book a private viewing today.",APARTMENT,51.07414,439.0,-114.0963,299000,2018.0
210 S 8th Ave NW,T2M0A6,3.0,4.0,2022-10-04,"Wonderful Crescent Heights home located one block off of Center street on a quiet street,  one block to the ridge and a large inner city park,  this is a fabulous location. This character home has over 3000 square feet above ground plus a fully developed basement and it sits on a 50 foot wide well landscaped lot. The floor plan is quite formal with a large living and dining room , main floor den with it's own separate entrance at the front of the house, large kitchen that looks into a huge main floor family room. Hardwood floors all through out the first and second floors with the loft being fully carpeted. The second floor features a huge master bedroom that has a great view of the city plus a very large 5 piece ensuite bath, two more spacious bedrooms and a 4 piece bath. the loft is very large and could be used for a variety of purposes such as a teenagers really cool bedroom. The laundry room is on the main floor and the basement features very nice development with a large rec room and a separate bedroom that could be another bedroom. This fine home has had a tremendous amount of recent upgrades , eg. floors, bathrooms, paint, shingles, etc. As i said the location is fabulous with so many amenities close at hand, transit, restaurants,  parks, schools, Sait,  one block to the best views of the city that you will find plus it is a easy walk into downtown. JUST MOVE IN AND ENJOY.",SINGLE_FAMILY,51.059906,3015.0,-114.065704,1225000,1928.0
2026 S Broadview Rd NW,T2N3H8,4.0,4.0,2022-10-28,"Situated on a picturesque street in West Hillhurst across from Broadview Park, this semi-detached home features over 2500 sq. ft. of living space including a fully developed lower level. Custom designed with timeless features constructed to last, this home features a solid brick exterior, slate tile roof, Pella windows and German made exterior doors with sandstone cornices. Upon entering this home, you are greeted with the sense of openness, space and flow in this thoughtfully designed house. Just off the entryway is a flex room with a south facing bay window that looks out onto an expansive greenspace. The center of the main floor is anchored by a designer kitchen which is defined by granite counters and high-end German made stainless steel appliances: wood panel covered German Liebherr 42"" refrigerator, Miele wall oven and dishwasher, and a Thermador gas counter cooktop. The custom designed cabinets, made by Nolte Kuchen, create harmony through horizontal lines and feature self closing drawers and pull-outs designed for silent comfort. The kitchen is framed by limestone tiles through to the ceiling. A gas fireplace in the living room and solid wood Brazilian Mahogany floors covering the main and upper floors contribute to the warm feeling of this home. The home has a total of four bedrooms and 3.5 bathrooms. The primary bedroom features European style wardrobes along with a luxurious en-suite with a waterfall soaker tub and separate shower with full body spray and steam shower. The lower-level features 9' ceilings, large egress windows, a family room, a fourth bedroom along with a full bathroom and in-floor heated limestone floors. The boiler was recently replaced for the in-floor heating. The backyard has an exposed aggregate deck, landscaped beds and insulated double garage. Located steps from the Bow River pathways and the shops of Kensington allows you to live an active lifestyle in this fabulous community.",MULTI_FAMILY,51.050312,1823.0,-114.107056,1111000,2006.0
135 NW 13th Ave SW #505,T2R0W8,2.0,2.0,2022-09-23,"*PRICE ADJUSTMENT *Welcome to Colors – The perfect combination of modern inner city lifestyle and class. This 5th-floor gem offers a large corner layout with floor-to-ceiling windows and stunning panoramic views of the downtown. The open concept layout has a massive living room, 3 pc bath + in-suite laundry, and features new paint and polished concrete floors throughout. The efficient kitchen has a brand new stainless steel stove and microwave, dark cabinets, and granite countertops. The primary bedroom is a good size with high ceilings, his/her closets, and a 4 pc ensuite bathroom. The 2nd bedroom or flex room could make a great home office and useful built-in storage. Enjoy your summer nights with the central AC, a cool drink on the balcony, and BBQ on the built-in gas line. The location is the true prize being walking distance to award-winning bars/ restaurants, coffee shops, and Calgary’s downtown core. Park your car in the underground titled parking, store your bike in the bike storage, and build some community at the 4th-floor terrace while meeting other condo owners/residents. A great fit for the young professional, couple or even the savvy investor as the condo board is friendly to the Air/B and B rental structure. This could be the opportunity you have been looking for, to experience the downtown in ways you have never done before!",APARTMENT,51.04042,,-114.06544,392000,2008.0
1234 S 14th Ave SW #202,T3C0V9,1.0,1.0,2022-10-27,"Welcome to this spacious one-bedroom apartment style condo located in the Beltline. Bring your king size bed as it will fit easily into the large master bedroom. (You can easily convert back to a 2 bedroom if that better suits your needs.)  Entertain to your heart's content with the OPEN FLOOR plan including breakfast bar seating & dining area. Loads of counter space in your re-vamped kitchen allowing plenty of room for meal preparation! Luxurious new vinyl plank flooring ensures a fresh up-to-date look and low maintenance cleaning. Unit faces onto 14th avenue with lots of mature trees. Enjoy sitting out on your south facing balcony. In-suite laundry is very convenient. One TITLED underground parking stall means never having to scrape your car off again. Why buy 500 sq ft when you can have just under 840 for less money!  Enjoy this super quiet, 7 story concrete building with an elevator in a great location close to all amenities including shops & restaurants on 17th, grocery stores, and plenty more.",APARTMENT,51.040424,,-114.09092,239900,1978.0
7 E Prominence Poin SW,T3H3E8,3.0,3.0,2022-09-07,"Welcome to the Brickburn, gated adult (18+) villa bungalows in highly desirable Patterson.   No more grass cutting, snow removal, simply enjoy life!  You are treated with an open concept bungalow with two bedrooms on main.  Large master suite with five piece ensuite, large walk in closet and west facing balcony.   Large living room with natural gas fireplace.  Formal dinning room, kitchen with nook and patio doors to west facing balcony.   Second bedroom on main could be used as home office.   Fully developed basement with third bedroom, full bath, den, family room and games area.  Large west facing backyard.  Double attached garage.",MULTI_FAMILY,51.060757,1716.0,-114.17387,649900,1992.0
171 S Greenbriar Pl NW,T3B6J1,4.0,4.0,2022-10-15,"Welcome to the Calla Interior Design Plan in Artis in Greenwich by Landmark Homes! This New York Inspired Townhome offers Luxury Living in Calgarys NW with 4 Bedrooms, 3.5 Baths, a Double Car Attached Garage and top of the line interior finishing options for a boutique building experience. Luxury Vinyl Plank, Quartz Counter Tops, 9ft Ceilings Throughout, Stainless Steel Appliances and High-Efficiently building components all make up the standard features of this project while additional upgrades and customizations are still possible (Delivery Spring 2023)! This modern townhome boasts a walk-out bonus room containing the 4th bedroom or private home office, with the main floor containing a rear kitchen design with fully open concept of living room and dining room for clients preference and felxibiltiy on layout. The main floor on the Calla interior design plan also offers two elevated glass balconies + a concrete patio for additional outdoor enjoyment! The upper level on this plan provides a 3 bedroom, 2 full bath design with the Primary having a large size walk-in closet and full ensuite containing a walk-in tile shower. This home sits at a South fronting exposure along the boulevard with beautiful curb appeal and a modern exterior comprised of Brick accenting, Hardie Board and Stucco. With ease of access to downtown Calgary (18 Minutes), The University of Calgary and Foothills Hospital (12 Minutes), Banff and Canmore (45 Minutes), and walking distance to the New Calgary Farmers Market West. Come see why Greenwich is an incredible place to call home! *Builder Square Footage listed at 1,636.",TOWNHOUSE,51.08799,,-114.21758,618900,2023.0
427 N 31st Ave NW,T2M2P5,4.0,4.0,2022-10-27,"Welcome to one of the most sought after neighbourhoods in Calgary. Situated on a quiet street within Mount Pleasant this home allows for quick and easy access to shops, play grounds, schools, key roadways through the city and is just steps from Confederation park. As you walk up to the home you can immediately sense the pride of ownership. Upon entering, the large windows flood the front room with warm sunlight. The exquisite chef's kitchen marks the beginning of the perfect entertaining area and has ample cabinets, granite countertops, and a large island. Enjoy the open concept kitchen, dining and living room with a built-in desk, where you can relax and unwind after a long day of work in front of the built-in fireplace. As you head upstairs you are greeted by a large window that showers the second floor with more natural light. The primary bedroom boasts tons of space, a walk-in closet with built in shelving and a 5 piece ensuite. Two more good sized bedrooms with a walk -in closet, a laundry room and 4 piece bath complete this second floor. Separate entrance to the basement which offers a fourth massive bedroom, with walk in closet and 3 piece bathroom.  There is plenty of space for entertaining or your own private at home gym. Contact your favourite realtor today to book a showing!!",MULTI_FAMILY,51.08041,1770.0,-114.069084,699000,2011.0
